,BSpace Course Name,BSpace Course Id,QuizName,﻿QuizId,QuizAttemptNumber,QuestionId,Question,QuestionType,InputUserAnswer,Score,NetId,Comment left on User Response,AnswerKey,isQuery,Database,full_score,feedback
121,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,713","For each order, show the customerID who placed the order, and list the number of products in the order, the total units in the order (each order may contain multiple units of a product as reported in the &quot;Quantity&quot; field or OrderDetails), and the total order price for all the products (using the Quantity and UnitPrice fields in the OrderDetails table; ignore the Discount field).&#160;
Sort the results by decreasing total price and display only orders where the total price is above 10,000.",Long Answer Question,"use northwind;
select C.CustomerID, OD.OrderID, count(OD.ProductID), sum(OD.Quantity), sum(OD.UnitPrice*OD.Quantity) as Total_Order_Price
from Orders O
inner join Customers C on C.CustomerID = O.CustomerID
inner join OrderDetails OD on OD.OrderID = O.OrderID
group by OD.OrderID
order by Total_Order_Price desc
having Total_Order_Price > 10,000",8.0,amm9810,"-2 pts ""having Total_Order_Price &gt; 10,000"" should be before ORDER BY","SELECT O.OrderID, O.CustomerID
&#160; &#160; , SUM(D.Quantity * D.UnitPrice) AS total_price
&#160; &#160; , COUNT(DISTINCT D.ProductID) AS num_products
&#160; &#160; , SUM(D.Quantity) AS total_units
FROM Orders O JOIN OrderDetails D ON O.OrderID = D.OrderID
GROUP BY O.OrderID
HAVING total_price &gt; 10000
ORDER BY total_price DESC",True,"['northwind', 'flights']",10.0,"The feedback from the TA was -2 pts ""having Total_Order_Price &gt; 10,000"" should be before ORDER BY"
122,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,711","We want to identify the ship countries with the highest average freight charges. Return the top-three ship countries with the highest average freight overall, in descending order by average freight. You only need the Orders table.",Long Answer Question,"use northwind;
select ShipCountry, avg(Freight)
from Orders
group by ShipCountry
order by avg(Freight) desc
limit 3",7.5,amm9810,,"SELECT ShipCountry, ROUND(AVG(Freight),2) AS AvgFreight
FROM &#160;Orders
GROUP BY ShipCountry
ORDER BY AvgFreight DESC
LIMIT 3",True,"['northwind', 'flights']",7.5,
123,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,710",For every customer in the database list the number of orders they have placed.,Long Answer Question,"use northwind;
select C.CustomerID, count(O.OrderID)
from Customers C
left join Orders O on C.CustomerID = O.CustomerID
group by C.CustomerID",10.0,amm9810,,"SELECT C.CustomerID, COUNT(O.OrderID) AS orders
FROM Customers C
&#160; &#160; &#160; &#160; &#160; &#160; LEFT JOIN Orders O ON O.CustomerID = C.CustomerID
GROUP BY C.CustomerID&#160;",True,"['northwind', 'flights']",10.0,
124,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,709",Show the date/time of the first order ever date in the Orders table,Long Answer Question,"use northwind;
select min(OrderDate)
from Orders",7.5,amm9810,,"SELECT MIN(OrderDate) AS earliestOrderDate
FROM Orders",True,"['northwind', 'flights']",7.5,
125,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,708","We would like to know, for each product, the associated Supplier. Show the ProductID, ProductName, and the CompanyName of the Supplier. Sort the results by ProductID.",Long Answer Question,"use northwind;
select P.ProductID, P.ProductName, S.CompanyName
from Products P
inner join Suppliers S on S.SupplierID = P.SupplierID
order by P.ProductID",7.5,amm9810,,"SELECT P.ProductID, P.ProductName, S.CompanyName
FROM Products P JOIN Suppliers S ON P.SupplierID = S.SupplierID
ORDER BY P.ProductID",True,"['northwind', 'flights']",7.5,
126,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,707","From the Products table, we want to see the ProductID and ProductName for those products where the ProductName includes the string &quot;queso&quot;",Long Answer Question,"use northwind;
Select ProductID, ProductName
from Products
where ProductName like ""%queso%""",5.0,amm9810,,"SELECT ProductID, ProductName
FROM Products&#160;
WHERE ProductName LIKE &#39;%queso%&#39;",True,"['northwind', 'flights']",5.0,
127,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,706","We would like to see just the FirstName, LastName, and HireDate of all the employees with the title of Sales Representative who are also in the United States",Long Answer Question,"Use northwind;
select FirstName, LastName, HireDate
from Employees
where Title = ""Sales Representative"" and Country = ""USA""",5.0,amm9810,,"SELECT FirstName, LastName, HireDate
FROM Employees&#160;
WHERE Title = &#39;Sales Representative&#39; AND Country = &#39;USA&#39;",True,"['northwind', 'flights']",5.0,
128,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,705","We would like to see, for each shipper, the number of orders they have handled and the number of distinct days that they came to the warehouse to pick the orders (according to the the ShippedDate column in Orders). Show the ShipperID, the CompanyName of the shipper, the number of orders the shipper handled, and the number of distinct days that each shipper came to the warehouse.",Long Answer Question,"use northwind;
select ShipVia, count(OrderID), count(distinct ShippedDate)
from Orders
group by ShipVia",7.0,amm9810,,"SELECT S.ShipperID, S.CompanyName
&#160; &#160; , COUNT(O.OrderID) AS orders
&#160; &#160; , COUNT(DISTINCT O.ShippedDate ) AS dates
FROM Orders O&#160;
&#160; &#160; JOIN Shippers S ON O.ShipVia = S.ShipperID
GROUP BY S.ShipperID;",True,"['northwind', 'flights']",7.5,
173,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,729","Hard question. Requires use of subqueries and CASE WHEN.
We want to create groups of customers based on their total amount spent after discounts, in 2016. We will create three groups:

Low, for customers spending between 0 and 1000
Medium, for customers spending between 1000 and 5000,
High, for customers spending above 5000

The output should list the CustomerID, the CompanyName, the total amount spent before discounts, the total discount applied, and the grouping
You will need to use the results from the question &quot;Total amount spent per customer in 2016&quot; as a subquery, and then use the CASE WHEN structure to define the three groups. Do not worry about edge cases for the three groups (ie for amounts spent equal to 1000 and 5000).",Long Answer Question,"SELECT t1.CustomerID, t1.CompanyName, SUM(t3.Quantity * t3.UnitPrice) AS TotalSpent, SUM(t3.Quantity * t3.UnitPrice * t3.Discount) AS TotalDiscount
FROM Customers t1
JOIN Orders t2 ON t1.CustomerID = t2.CustomerID
JOIN OrderDetails t3 ON t2.OrderID = t3.OrderID
WHERE YEAR(t2.OrderDate) = 2016
  CASE 
    WHEN TotalSpent-TotalDiscount BETWEEN 0 AND 1000 THEN 'Low'
    WHEN TotalSpent-TotalDiscount BETWEEN 1000 AND 5000 THEN 'Medium'
    WHEN TotalSpent-TotalDiscount >  5000 THEN 'High'
  END AS CustomerGroup
GROUP BY CustomerGroup;",5.0,ar6962,,"WITH total_spent AS (
SELECT C.CustomerID, C.CompanyName
&#160; &#160; , COALESCE(SUM(D.Quantity * D.UnitPrice ),0) AS total_price
&#160; &#160; , COALESCE(SUM(D.Quantity * D.UnitPrice * D.Discount ),0) AS total_discount
FROM&#160;
&#160; &#160; Customers C&#160;
&#160; &#160; LEFT JOIN Orders O ON C.CustomerID = O.CustomerID AND YEAR(O.OrderDate) = 2016
&#160; &#160; LEFT JOIN OrderDetails D ON O.OrderID = D.OrderID &#160;
GROUP BY C.CustomerID
)
SELECT T.*,&#160;
&#160; &#160; CASE&#160;
&#160; &#160; &#160; &#160; WHEN T.total_price-T.total_discount BETWEEN 0 AND 1000 THEN &#39;Low&#39;&#160;
&#160; &#160; &#160; &#160; WHEN T.total_price-T.total_discount BETWEEN 1000 AND 5000 THEN &#39;Medium&#39;&#160;
&#160; &#160; &#160; &#160; WHEN T.total_price-T.total_discount &gt;= 5000 THEN &#39;High&#39;&#160;
&#160; &#160; END AS TargetGroup
FROM total_spent T
ORDER BY T.total_price-T.total_discount",True,"['northwind', 'flights']",10.0,
175,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,713","For each order, show the customerID who placed the order, and list the number of products in the order, the total units in the order (each order may contain multiple units of a product as reported in the &quot;Quantity&quot; field or OrderDetails), and the total order price for all the products (using the Quantity and UnitPrice fields in the OrderDetails table; ignore the Discount field).&#160;
Sort the results by decreasing total price and display only orders where the total price is above 10,000.",Long Answer Question,"SELECT t1.OrderID, t1.CustomerID, 
       SUM(t2.Quantity) AS TotalUnits, 
       SUM(t2.Quantity * t2.UnitPrice) AS TotalPrice
FROM Orders t1
JOIN OrderDetails t2 ON t1.OrderID = t2.OrderID
GROUP BY t1.OrderID, t1.CustomerID
HAVING TotalPrice > 10000
ORDER BY TotalPrice DESC;",9.0,ar6962,"SELECT O.OrderID, O.CustomerID
&nbsp; &nbsp; , SUM(D.Quantity * D.UnitPrice) AS total_price
&nbsp; &nbsp; , COUNT(DISTINCT D.ProductID) AS num_products
&nbsp; &nbsp; , SUM(D.Quantity) AS total_units
FROM Orders O JOIN OrderDetails D ON O.OrderID = D.OrderID
GROUP BY O.OrderID
HAVING total_price &gt; 10000
ORDER BY total_price DESC","SELECT O.OrderID, O.CustomerID
&#160; &#160; , SUM(D.Quantity * D.UnitPrice) AS total_price
&#160; &#160; , COUNT(DISTINCT D.ProductID) AS num_products
&#160; &#160; , SUM(D.Quantity) AS total_units
FROM Orders O JOIN OrderDetails D ON O.OrderID = D.OrderID
GROUP BY O.OrderID
HAVING total_price &gt; 10000
ORDER BY total_price DESC",True,"['northwind', 'flights']",10.0,"The feedback from the TA was SELECT O.OrderID, O.CustomerID
&nbsp; &nbsp; , SUM(D.Quantity * D.UnitPrice) AS total_price
&nbsp; &nbsp; , COUNT(DISTINCT D.ProductID) AS num_products
&nbsp; &nbsp; , SUM(D.Quantity) AS total_units
FROM Orders O JOIN OrderDetails D ON O.OrderID = D.OrderID
GROUP BY O.OrderID
HAVING total_price &gt; 10000
ORDER BY total_price DESC"
176,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,711","We want to identify the ship countries with the highest average freight charges. Return the top-three ship countries with the highest average freight overall, in descending order by average freight. You only need the Orders table.",Long Answer Question,"Select ShipCountry, AVG(Freight) AS AverageFreight
From Orders
GROUP BY ShipCountry
ORDER BY AverageFreight DESC
LIMIT 3; ",7.5,ar6962,,"SELECT ShipCountry, ROUND(AVG(Freight),2) AS AvgFreight
FROM &#160;Orders
GROUP BY ShipCountry
ORDER BY AvgFreight DESC
LIMIT 3",True,"['northwind', 'flights']",7.5,
177,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,710",For every customer in the database list the number of orders they have placed.,Long Answer Question,"SELECT t1.CustomerID, t1.CompanyName, COUNT(t2.OrderID) AS OrderCount
FROM Customers t1
JOIN Orders t2 ON t1.CustomerID = t2.CustomerID
GROUP BY t1.CustomerID, t1.CompanyName
ORDER BY OrderCount DESC;",8.0,ar6962,"SELECT C.CustomerID, COUNT(O.OrderID) AS orders
FROM Customers C
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; LEFT&nbsp;JOIN Orders O ON O.CustomerID = C.CustomerID
GROUP BY C.CustomerID","SELECT C.CustomerID, COUNT(O.OrderID) AS orders
FROM Customers C
&#160; &#160; &#160; &#160; &#160; &#160; LEFT JOIN Orders O ON O.CustomerID = C.CustomerID
GROUP BY C.CustomerID&#160;",True,"['northwind', 'flights']",10.0,"The feedback from the TA was SELECT C.CustomerID, COUNT(O.OrderID) AS orders
FROM Customers C
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; LEFT&nbsp;JOIN Orders O ON O.CustomerID = C.CustomerID
GROUP BY C.CustomerID"
178,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,709",Show the date/time of the first order ever date in the Orders table,Long Answer Question,"Select MIN(OrderDate) AS FirstOrderDate
From Orders;",7.5,ar6962,,"SELECT MIN(OrderDate) AS earliestOrderDate
FROM Orders",True,"['northwind', 'flights']",7.5,
179,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,708","We would like to know, for each product, the associated Supplier. Show the ProductID, ProductName, and the CompanyName of the Supplier. Sort the results by ProductID.",Long Answer Question,"use northwind;

Select t1.ProductID, t1.ProductName, t2.CompanyName
From Products t1
JOIN Suppliers t2 ON t1.SUpplierID = t2.SupplierID
ORDER BY t1.ProductID; ",7.5,ar6962,,"SELECT P.ProductID, P.ProductName, S.CompanyName
FROM Products P JOIN Suppliers S ON P.SupplierID = S.SupplierID
ORDER BY P.ProductID",True,"['northwind', 'flights']",7.5,
180,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,707","From the Products table, we want to see the ProductID and ProductName for those products where the ProductName includes the string &quot;queso&quot;",Long Answer Question,"use northwind;

Select ProductID, ProductName
From Products
Where ProductName LIKE '%queso%';",5.0,ar6962,,"SELECT ProductID, ProductName
FROM Products&#160;
WHERE ProductName LIKE &#39;%queso%&#39;",True,"['northwind', 'flights']",5.0,
181,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,706","We would like to see just the FirstName, LastName, and HireDate of all the employees with the title of Sales Representative who are also in the United States",Long Answer Question,"use northwind;

Select Title
From Employees;

Select Country
From Employees;

Select FirstName, LastName, HireDate
From Employees
Where Title = 'Sales Representative' AND Country = 'USA'; ",5.0,ar6962,,"SELECT FirstName, LastName, HireDate
FROM Employees&#160;
WHERE Title = &#39;Sales Representative&#39; AND Country = &#39;USA&#39;",True,"['northwind', 'flights']",5.0,
182,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,705","We would like to see, for each shipper, the number of orders they have handled and the number of distinct days that they came to the warehouse to pick the orders (according to the the ShippedDate column in Orders). Show the ShipperID, the CompanyName of the shipper, the number of orders the shipper handled, and the number of distinct days that each shipper came to the warehouse.",Long Answer Question,"Select ShipVia
From Orders;

Select ShipperID
From Shippers;

SELECT t1.ShipperID, t1.CompanyName, COUNT(t2.OrderID) AS OrderCount, COUNT(DISTINCT t2.ShippedDate) AS DistinctDays
FROM Shippers t1
JOIN Orders t2 ON t1.ShipperID = t2.ShipVia
GROUP BY t1.ShipperID, t1.CompanyName
ORDER BY t1.ShipperID;",7.5,ar6962,,"SELECT S.ShipperID, S.CompanyName
&#160; &#160; , COUNT(O.OrderID) AS orders
&#160; &#160; , COUNT(DISTINCT O.ShippedDate ) AS dates
FROM Orders O&#160;
&#160; &#160; JOIN Shippers S ON O.ShipVia = S.ShipperID
GROUP BY S.ShipperID;",True,"['northwind', 'flights']",7.5,
193,"Databases for Business Analytics, Winter 2023","251,683",Final Exam,"283,453",1,"4,969,729","Hard question. Requires use of subqueries and CASE WHEN.
We want to create groups of customers based on their total amount spent after discounts, in 2016. We will create three groups:

Low, for customers spending between 0 and 1000
Medium, for customers spending between 1000 and 5000,
High, for customers spending above 5000

The output should list the CustomerID, the CompanyName, the total amount spent before discounts, the total discount applied, and the grouping
You will need to use the results from the question &quot;Total amount spent per customer in 2016&quot; as a subquery, and then use the CASE WHEN structure to define the three groups. Do not worry about edge cases for the three groups (ie for amounts spent equal to 1000 and 5000).",Long Answer Question,"DROP TABLE IF EXISTS ' 2016Spend';
CREATE TEMPORARY TABLE '2016Spend'
USE northwind ;
SELECT O.CustomerID
	, S.CompanyName
	, O.OrderID
	, D.Quantity*D.UnitPrice AS OrderPrice
    ,D.Quantity*D.UnitPrice*D.Discount AS withDiscount
FROM Orders O 
	LEFT JOIN Customers C ON O.CustomerID = C.CustomerID
    LEFT JOIN Shippers S ON O.ShipVia = S.ShipperID
    LEFT JOIN OrderDetails D ON D.OrderID = O.OrderID
WHERE OrderDate LIKE '2016%'
GROUP BY CustomerID, OrderID,  D.Quantity , D.UnitPrice, D.Discount
ORDER BY O.CustomerID
;
",5.0,bmt8433,"WITH total_spent AS (
SELECT C.CustomerID, C.CompanyName
&nbsp; &nbsp; , COALESCE(SUM(D.Quantity * D.UnitPrice ),0) AS total_price
&nbsp; &nbsp; , COALESCE(SUM(D.Quantity * D.UnitPrice * D.Discount ),0) AS total_discount
FROM&nbsp;
&nbsp; &nbsp; Customers C&nbsp;
&nbsp; &nbsp; LEFT JOIN Orders O ON C.CustomerID = O.CustomerID AND YEAR(O.OrderDate) = 2016
&nbsp; &nbsp; LEFT JOIN OrderDetails D ON O.OrderID = D.OrderID &nbsp;
GROUP BY C.CustomerID
)
SELECT T.*,&nbsp;
&nbsp; &nbsp; CASE&nbsp;
&nbsp; &nbsp; &nbsp; &nbsp; WHEN T.total_price-T.total_discount BETWEEN 0 AND 1000 THEN 'Low'&nbsp;
&nbsp; &nbsp; &nbsp; &nbsp; WHEN T.total_price-T.total_discount BETWEEN 1000 AND 5000 THEN 'Medium'&nbsp;
&nbsp; &nbsp; &nbsp; &nbsp; WHEN T.total_price-T.total_discount &gt;= 5000 THEN 'High'&nbsp;
&nbsp; &nbsp; END AS TargetGroup
FROM total_spent T
ORDER BY T.total_price-T.total_discount asc;","WITH total_spent AS (
SELECT C.CustomerID, C.CompanyName
&#160; &#160; , COALESCE(SUM(D.Quantity * D.UnitPrice ),0) AS total_price
&#160; &#160; , COALESCE(SUM(D.Quantity * D.UnitPrice * D.Discount ),0) AS total_discount
FROM&#160;
&#160; &#160; Customers C&#160;
&#160; &#160; LEFT JOIN Orders O ON C.CustomerID = O.CustomerID AND YEAR(O.OrderDate) = 2016
&#160; &#160; LEFT JOIN OrderDetails D ON O.OrderID = D.OrderID &#160;
GROUP BY C.CustomerID
)
SELECT T.*,&#160;
&#160; &#160; CASE&#160;
&#160; &#160; &#160; &#160; WHEN T.total_price-T.total_discount BETWEEN 0 AND 1000 THEN &#39;Low&#39;&#160;
&#160; &#160; &#160; &#160; WHEN T.total_price-T.total_discount BETWEEN 1000 AND 5000 THEN &#39;Medium&#39;&#160;
&#160; &#160; &#160; &#160; WHEN T.total_price-T.total_discount &gt;= 5000 THEN &#39;High&#39;&#160;
&#160; &#160; END AS TargetGroup
FROM total_spent T
ORDER BY T.total_price-T.total_discount",True,"['northwind', 'flights']",10.0,"The feedback from the TA was WITH total_spent AS (
SELECT C.CustomerID, C.CompanyName
&nbsp; &nbsp; , COALESCE(SUM(D.Quantity * D.UnitPrice ),0) AS total_price
&nbsp; &nbsp; , COALESCE(SUM(D.Quantity * D.UnitPrice * D.Discount ),0) AS total_discount
FROM&nbsp;
&nbsp; &nbsp; Customers C&nbsp;
&nbsp; &nbsp; LEFT JOIN Orders O ON C.CustomerID = O.CustomerID AND YEAR(O.OrderDate) = 2016
&nbsp; &nbsp; LEFT JOIN OrderDetails D ON O.OrderID = D.OrderID &nbsp;
GROUP BY C.CustomerID
)
SELECT T.*,&nbsp;
&nbsp; &nbsp; CASE&nbsp;
&nbsp; &nbsp; &nbsp; &nbsp; WHEN T.total_price-T.total_discount BETWEEN 0 AND 1000 THEN 'Low'&nbsp;
&nbsp; &nbsp; &nbsp; &nbsp; WHEN T.total_price-T.total_discount BETWEEN 1000 AND 5000 THEN 'Medium'&nbsp;
&nbsp; &nbsp; &nbsp; &nbsp; WHEN T.total_price-T.total_discount &gt;= 5000 THEN 'High'&nbsp;
&nbsp; &nbsp; END AS TargetGroup
FROM total_spent T
ORDER BY T.total_price-T.total_discount asc;"
